student_id,archetype,mood_score,sleep_hours,study_hours,attendance_pct,internal_marks_avg,days_to_next_exam,assignment_deadlines,placement_anxiety,gate_cat_prep,family_stress,social_isolation,physical_activity_hrs,social_media_hours,burnout_score,burnout_risk_level
STU-4183,balanced,6.6,6.3,5.6,89.0,83.6,1,7,0,0,1,0,1.5,1.3,46.41,Moderate
STU-4184,balanced,8.8,5.7,7.1,74.0,77.4,0,3,1,1,0,0,1.4,1.9,52.7,Moderate
STU-4185,struggling,3.5,2.5,4.0,60.0,58.7,58,5,0,0,0,1,0.6,4.7,70.18,High
STU-4186,high_achiever,7.9,7.8,6.6,87.6,90.3,71,0,0,0,0,0,0.6,1.6,19.41,Low
STU-4187,at_risk,2.4,5.9,3.9,63.3,44.4,54,6,1,0,1,1,0.0,6.7,82.59,Critical
STU-4188,high_achiever,8.0,6.6,6.5,92.4,81.8,0,4,0,0,1,0,1.3,0.4,40.38,Moderate
STU-4189,overworked,3.5,3.9,10.1,83.4,90.8,50,4,0,1,1,1,0.5,2.2,69.13,High
STU-4190,struggling,6.4,7.0,3.2,68.5,51.1,42,8,1,0,1,0,0.3,7.6,59.81,High
STU-4191,balanced,4.9,7.3,6.9,83.8,79.0,74,6,0,0,0,0,1.5,1.9,32.5,Moderate
STU-4192,high_achiever,8.2,5.1,7.1,83.1,84.8,45,0,1,1,0,0,0.8,1.9,40.32,Moderate
STU-4193,overworked,6.2,4.8,11.1,62.0,61.0,90,6,1,0,0,0,0.8,1.9,53.06,Moderate
STU-4194,balanced,8.7,7.9,6.4,82.8,88.3,42,5,0,1,0,0,1.7,2.7,27.11,Low
STU-4195,balanced,7.3,6.7,4.0,86.0,79.7,6,5,1,1,0,0,1.1,2.2,52.92,Moderate
STU-4196,struggling,5.3,3.4,1.9,59.1,61.9,30,5,1,0,0,0,0.0,6.4,64.32,High
STU-4197,at_risk,2.3,2.1,0.0,53.5,35.9,51,2,0,0,0,1,0.0,5.2,82.24,Critical
STU-4198,at_risk,2.1,3.3,1.4,39.3,30.9,13,1,0,0,1,1,0.0,4.7,97.67,Critical
STU-4199,balanced,6.8,6.5,4.2,88.1,84.9,55,2,0,1,0,0,1.2,1.8,31.5,Moderate
STU-4200,overworked,7.1,6.7,9.3,72.8,73.4,10,7,0,1,1,1,0.4,1.8,61.5,High
STU-4201,overworked,6.9,4.2,13.3,62.7,61.5,45,8,0,0,1,0,0.5,4.0,62.49,High
STU-4202,at_risk,1.4,4.0,1.6,58.0,37.2,69,6,1,0,1,1,0.0,10.0,95.04,Critical
STU-4203,balanced,9.0,7.7,4.6,97.0,64.0,77,3,0,0,0,0,1.6,0.6,15.22,Low
STU-4204,overworked,3.8,4.2,9.5,69.7,49.6,46,2,0,0,0,0,0.5,2.2,53.53,Moderate
STU-4205,balanced,7.4,7.8,5.4,90.1,68.8,63,1,0,0,0,0,0.9,2.6,24.2,Low
STU-4206,balanced,7.8,6.3,4.3,92.6,85.2,2,4,1,0,0,0,1.2,3.2,47.28,Moderate
STU-4207,high_achiever,6.9,6.3,7.0,91.4,92.5,87,1,0,0,0,0,0.6,0.7,28.64,Low
STU-4208,balanced,6.7,8.9,6.6,77.8,84.7,67,7,0,0,0,0,1.5,2.2,22.78,Low
STU-4209,at_risk,2.9,1.4,4.0,10.0,32.7,21,2,1,0,0,1,0.0,5.2,100.0,Critical
STU-4210,balanced,6.0,4.8,5.7,98.7,72.2,7,0,1,0,0,0,1.6,2.7,42.41,Moderate
STU-4211,at_risk,2.0,2.2,0.8,70.0,40.7,85,8,1,0,1,1,0.3,6.1,91.52,Critical
STU-4212,struggling,5.0,6.0,4.0,67.9,37.2,63,4,0,0,0,1,0.5,6.8,61.34,High
STU-4213,overworked,2.8,6.6,8.1,81.9,79.5,77,7,1,1,1,0,0.7,0.8,61.33,High
STU-4214,struggling,4.1,6.2,4.2,79.4,58.5,42,6,0,0,1,0,0.3,5.1,54.58,Moderate
STU-4215,at_risk,1.2,4.4,1.1,35.4,50.3,62,8,0,0,1,1,0.0,7.0,91.0,Critical
STU-4216,at_risk,1.0,4.0,2.2,19.3,29.6,82,8,1,0,1,1,0.0,7.7,100.0,Critical
STU-4217,at_risk,3.3,4.5,1.2,56.2,37.9,33,3,1,0,1,1,0.1,8.1,88.89,Critical
STU-4218,at_risk,2.1,2.1,1.7,44.7,41.4,72,0,1,0,1,0,0.3,2.4,79.52,Critical
STU-4219,struggling,2.6,6.0,3.2,55.8,58.5,78,4,1,0,1,0,0.1,4.8,70.4,High
STU-4220,high_achiever,9.2,6.2,6.8,87.9,73.4,39,4,1,0,0,0,1.4,2.6,29.98,Low
STU-4221,balanced,6.4,6.8,5.6,72.9,71.3,54,2,0,0,0,0,1.6,1.9,28.0,Low
STU-4222,overworked,6.0,3.9,8.6,80.5,58.8,57,5,0,1,0,0,0.0,1.2,53.73,Moderate
STU-4223,at_risk,2.1,4.7,0.7,11.1,36.4,31,5,1,0,0,1,0.4,6.3,94.47,Critical
STU-4224,struggling,1.6,5.9,2.3,80.5,59.8,80,0,0,1,0,1,0.1,6.6,63.63,High
STU-4225,overworked,3.3,4.1,10.7,89.4,66.0,40,7,0,0,0,0,0.0,1.0,54.78,Moderate
STU-4226,struggling,2.1,4.8,6.4,71.5,38.5,70,1,1,0,1,0,0.1,4.1,69.65,High
STU-4227,overworked,7.9,4.5,11.8,99.0,66.5,4,7,0,0,1,0,0.3,1.9,63.99,High
STU-4228,high_achiever,7.5,7.1,5.1,88.3,87.0,87,7,0,1,0,0,1.3,2.5,31.8,Moderate
STU-4229,overworked,4.5,2.7,7.8,60.3,64.8,40,0,1,0,0,0,0.3,2.6,58.4,High
STU-4230,struggling,4.7,4.6,2.0,41.8,59.0,19,3,1,0,1,0,0.8,8.6,76.13,Critical
STU-4231,balanced,8.7,7.4,5.9,82.9,74.2,52,5,0,0,1,0,1.4,1.5,25.38,Low
STU-4232,balanced,6.0,7.4,4.3,82.3,79.0,11,2,0,0,1,0,1.4,2.3,34.12,Moderate
STU-4233,at_risk,3.0,3.0,0.0,56.0,41.6,40,5,1,0,1,1,0.3,6.1,87.27,Critical
STU-4234,high_achiever,7.7,7.1,7.6,90.3,75.0,24,2,1,1,0,0,0.6,1.6,35.44,Moderate
STU-4235,at_risk,2.2,3.5,3.7,57.2,49.6,78,5,1,0,1,1,0.2,4.5,84.18,Critical
STU-4236,at_risk,1.6,4.1,1.0,42.1,38.3,57,0,1,0,1,1,0.4,7.5,91.18,Critical
STU-4237,at_risk,2.7,5.2,2.9,24.0,27.0,24,6,1,1,1,1,0.0,9.1,100.0,Critical
STU-4238,at_risk,1.9,2.9,2.1,49.1,26.5,60,6,1,0,1,1,0.1,3.3,97.22,Critical
STU-4239,balanced,5.4,5.6,6.0,72.1,71.0,11,2,1,0,0,0,1.2,2.2,46.87,Moderate
STU-4240,overworked,8.2,5.0,11.3,80.8,91.3,56,6,0,0,0,0,0.7,2.2,40.77,Moderate
STU-4241,balanced,6.9,6.8,3.9,75.5,91.5,30,0,1,0,0,0,0.7,1.4,31.8,Moderate
STU-4242,overworked,5.4,5.4,8.8,82.5,81.4,0,4,1,1,0,0,0.8,2.0,68.98,High
STU-4243,overworked,3.8,4.3,7.7,77.5,61.4,52,3,1,0,0,1,0.0,1.9,58.62,High
STU-4244,high_achiever,8.9,6.1,8.2,88.5,77.8,86,4,0,1,0,0,1.5,1.4,34.24,Moderate
STU-4245,at_risk,2.0,3.1,3.5,63.2,39.8,24,0,1,0,1,0,0.8,5.6,74.97,High
STU-4246,overworked,4.0,4.7,11.8,76.1,85.7,31,6,0,1,0,0,0.5,3.1,60.52,High
STU-4247,struggling,4.6,5.4,2.6,55.3,56.2,54,0,0,0,0,0,0.9,2.5,40.73,Moderate
STU-4248,balanced,6.9,7.8,5.6,72.6,75.6,43,0,0,1,0,0,0.5,2.2,28.81,Low
STU-4249,overworked,5.4,5.4,9.8,72.6,80.3,59,0,1,0,0,0,0.6,0.8,45.01,Moderate
STU-4250,at_risk,1.4,2.2,2.8,41.7,36.3,26,3,1,0,1,1,0.0,6.9,100.0,Critical
STU-4251,overworked,8.8,4.8,7.3,73.0,78.5,14,6,0,1,0,0,0.2,1.0,39.71,Moderate
STU-4252,balanced,6.7,6.1,5.8,81.4,81.3,29,1,1,0,0,0,1.0,2.1,34.19,Moderate
STU-4253,high_achiever,6.9,6.1,5.1,99.9,85.9,14,0,1,0,0,0,0.7,1.2,30.6,Moderate
STU-4254,at_risk,3.9,4.8,2.2,52.8,22.8,5,0,1,0,1,0,0.0,2.8,92.06,Critical
STU-4255,at_risk,3.6,3.1,2.5,62.7,18.5,35,2,1,1,1,1,0.5,8.5,99.48,Critical
STU-4256,overworked,6.9,6.0,9.9,92.3,65.5,69,8,1,1,0,0,0.5,3.3,51.05,Moderate
STU-4257,at_risk,2.9,4.2,0.0,52.2,28.5,24,2,0,0,0,1,0.2,6.0,74.81,High
STU-4258,balanced,8.3,6.7,5.8,92.5,67.7,10,2,0,0,0,1,1.2,1.5,32.64,Moderate
STU-4259,overworked,8.7,5.5,10.0,83.2,74.3,53,5,0,1,1,0,0.0,4.0,47.78,Moderate
STU-4260,struggling,6.6,5.2,3.8,58.3,75.0,72,6,1,0,1,0,0.5,4.8,57.62,High
STU-4261,high_achiever,7.3,6.5,5.9,94.4,81.1,56,2,0,0,0,0,1.4,1.9,24.56,Low
STU-4262,struggling,4.9,5.3,1.3,82.8,48.9,27,7,1,0,1,1,0.5,5.9,67.2,High
STU-4263,struggling,3.0,5.5,3.6,70.3,53.1,1,7,0,0,0,0,0.7,5.0,73.66,High
STU-4264,balanced,6.2,6.9,4.8,85.1,72.8,58,0,0,0,0,0,1.1,1.4,24.51,Low
STU-4265,at_risk,2.5,1.5,0.0,48.9,15.0,19,8,1,0,1,1,0.1,5.4,100.0,Critical
STU-4266,overworked,4.5,6.6,10.8,62.9,67.2,18,6,1,1,0,0,0.9,1.6,58.94,High
STU-4267,struggling,6.1,3.9,5.2,51.1,25.0,3,0,1,0,1,1,0.7,5.5,100.0,Critical
STU-4268,overworked,3.9,4.0,11.2,80.4,68.8,42,6,0,1,0,0,0.5,3.4,63.7,High
STU-4269,high_achiever,7.4,5.5,7.7,86.4,77.9,82,6,1,0,0,0,1.5,1.8,39.4,Moderate
STU-4270,overworked,3.6,6.8,11.0,75.0,64.8,8,2,0,0,0,0,0.4,1.8,51.57,Moderate
STU-4271,overworked,4.9,3.9,11.9,72.3,77.9,33,2,0,0,0,0,0.6,2.2,48.2,Moderate
STU-4272,struggling,3.9,3.1,3.5,71.3,72.6,51,0,1,0,0,1,0.0,4.4,64.62,High
STU-4273,balanced,7.5,5.8,4.4,68.5,63.5,2,8,0,0,0,0,0.9,2.8,48.8,Moderate
STU-4274,overworked,5.6,6.3,10.1,82.8,65.3,87,6,0,1,1,0,0.2,1.2,50.83,Moderate
STU-4275,overworked,5.1,5.3,9.4,74.3,60.9,13,0,0,1,1,0,0.5,1.8,58.24,High
STU-4276,overworked,2.6,5.3,10.6,84.2,68.0,74,5,1,1,1,0,0.7,1.2,67.77,High
STU-4277,high_achiever,7.6,7.2,4.6,85.7,95.5,52,1,0,1,0,0,0.0,1.8,29.68,Low
STU-4278,struggling,4.4,6.2,3.9,79.2,46.1,0,0,1,1,1,0,0.2,6.0,82.78,Critical
STU-4279,struggling,4.9,5.9,4.8,43.1,47.9,22,0,1,1,0,1,0.4,4.4,71.67,High
STU-4280,overworked,5.9,4.5,9.2,66.2,65.2,80,3,1,0,0,1,0.0,2.3,59.37,High
STU-4281,high_achiever,7.1,7.7,6.7,92.4,81.2,79,7,0,1,1,0,0.8,1.6,37.48,Moderate
STU-4282,overworked,5.5,5.8,8.7,64.7,54.7,88,5,0,0,1,0,0.8,2.9,51.24,Moderate
STU-4283,struggling,3.3,2.9,3.1,60.9,38.4,57,4,0,0,0,0,0.0,2.2,64.34,High
STU-4284,overworked,3.7,5.3,8.9,83.9,73.4,78,4,0,1,0,0,0.3,2.3,51.78,Moderate
STU-4285,struggling,3.1,5.7,2.9,61.0,35.0,27,7,1,1,1,1,0.4,3.9,83.83,Critical
STU-4286,overworked,4.2,4.9,6.5,84.8,69.6,24,3,0,0,0,1,0.3,1.0,49.02,Moderate
STU-4287,overworked,4.5,6.3,10.2,93.3,71.4,54,6,0,0,1,0,0.7,2.6,47.52,Moderate
STU-4288,high_achiever,7.9,5.9,9.5,90.5,85.2,86,6,0,0,0,0,1.2,0.9,34.98,Moderate
STU-4289,high_achiever,7.0,5.6,6.8,84.6,94.4,58,4,1,0,0,0,0.9,0.0,38.88,Moderate
STU-4290,struggling,4.8,4.0,1.5,60.8,46.2,66,8,1,0,1,0,0.0,3.2,71.34,High
STU-4291,balanced,8.1,7.4,3.4,86.9,81.2,43,8,1,0,0,0,1.8,1.2,31.15,Moderate
STU-4292,overworked,6.4,4.5,10.3,77.8,61.5,42,0,1,1,0,0,0.2,3.2,54.97,Moderate
STU-4293,struggling,2.2,4.9,3.5,46.3,45.8,31,5,1,0,1,1,0.1,3.8,87.67,Critical
STU-4294,balanced,6.9,6.3,7.9,89.1,80.8,88,0,0,0,1,0,0.9,2.5,34.2,Moderate
STU-4295,at_risk,2.6,1.8,2.0,70.0,40.6,32,6,1,0,0,0,0.0,5.7,80.24,Critical
STU-4296,struggling,2.8,4.5,5.7,78.0,42.9,76,3,0,0,0,0,0.7,5.9,59.12,High
STU-4297,high_achiever,8.1,5.8,6.5,95.2,77.8,85,3,1,1,0,0,0.6,1.6,39.83,Moderate
STU-4298,balanced,8.0,6.4,5.8,84.6,71.1,68,0,0,0,0,0,1.1,1.4,22.28,Low
STU-4299,at_risk,1.5,3.3,3.1,30.9,32.2,19,5,1,1,1,1,0.2,2.0,100.0,Critical
STU-4300,struggling,5.6,2.7,0.3,62.4,38.6,42,4,0,0,1,1,0.6,5.4,73.27,High
STU-4301,struggling,3.1,6.4,4.6,69.2,66.4,70,1,1,0,0,0,0.0,6.7,55.48,High
STU-4302,high_achiever,8.1,6.4,4.7,95.8,74.1,87,4,1,1,0,0,0.6,1.2,37.36,Moderate
STU-4303,struggling,2.3,4.8,3.0,58.8,41.0,74,3,1,0,1,1,0.3,4.3,77.24,Critical
STU-4304,at_risk,2.3,2.3,3.3,42.1,60.0,60,2,0,0,1,1,0.3,5.9,84.17,Critical
STU-4305,balanced,5.1,7.8,4.5,82.7,69.2,34,5,0,0,0,0,1.0,1.7,30.27,Moderate
STU-4306,high_achiever,7.8,6.5,5.0,100.0,86.4,54,8,0,0,0,0,1.2,1.2,28.27,Low
STU-4307,struggling,4.2,4.8,5.5,85.0,69.7,60,5,0,0,0,0,0.0,4.1,48.87,Moderate
STU-4308,overworked,4.9,5.0,6.3,87.1,51.2,8,3,1,1,0,0,0.0,1.4,65.61,High
STU-4309,overworked,3.1,3.9,11.2,76.9,74.3,74,3,1,0,0,0,0.0,2.2,61.9,High
STU-4310,overworked,4.3,4.9,6.7,82.4,66.0,23,7,0,1,0,0,0.3,2.9,53.11,Moderate
STU-4311,overworked,5.0,3.9,11.5,64.6,76.3,31,8,0,0,0,0,0.0,2.9,61.42,High
STU-4312,struggling,1.1,5.0,4.0,70.4,56.4,37,7,1,0,0,0,0.0,4.5,70.94,High
STU-4313,struggling,2.3,4.9,5.2,50.1,35.0,8,5,1,0,1,1,0.0,5.4,99.56,Critical
STU-4314,overworked,5.3,6.4,9.4,70.2,71.3,7,7,0,1,1,0,0.4,2.6,64.83,High
STU-4315,balanced,7.6,8.6,6.0,75.9,93.3,29,1,0,0,0,0,1.2,1.2,20.49,Low
STU-4316,overworked,4.4,4.2,8.7,79.6,79.3,31,0,1,1,0,0,0.0,2.9,57.99,High
STU-4317,balanced,6.8,8.4,5.8,85.6,74.6,62,1,0,0,0,0,1.5,2.8,16.45,Low
STU-4318,struggling,5.6,6.4,4.3,53.9,38.2,45,6,0,1,1,0,1.0,3.4,62.56,High
STU-4319,balanced,7.6,8.6,5.1,69.1,75.0,69,0,1,0,1,1,0.6,3.4,40.95,Moderate
STU-4320,overworked,6.7,5.8,8.5,76.7,71.1,6,6,0,1,0,0,1.0,1.3,53.03,Moderate
STU-4321,overworked,5.0,4.3,7.3,55.0,51.7,42,8,1,0,0,0,0.7,2.2,63.31,High
STU-4322,overworked,4.6,4.9,11.9,93.5,79.4,66,0,1,1,0,0,0.5,2.6,59.56,High
STU-4323,balanced,7.0,6.7,6.8,71.6,86.9,21,8,0,0,0,0,1.1,1.0,31.32,Moderate
STU-4324,high_achiever,7.1,6.1,6.3,87.8,83.2,78,4,1,0,0,0,1.0,1.8,36.2,Moderate
STU-4325,overworked,6.0,5.0,10.3,78.5,63.5,64,2,0,0,0,1,0.1,2.4,50.99,Moderate
STU-4326,at_risk,2.3,2.8,1.6,39.6,30.0,19,0,0,0,1,1,0.0,5.7,88.93,Critical
STU-4327,balanced,6.1,6.3,4.4,70.9,67.4,71,7,0,0,0,0,1.1,1.0,34.66,Moderate
STU-4328,balanced,6.5,6.3,6.0,76.9,71.2,2,3,0,0,0,0,1.7,1.2,38.01,Moderate
STU-4329,at_risk,2.2,2.4,1.2,49.0,53.1,56,7,0,0,0,1,0.3,6.3,85.68,Critical
STU-4330,struggling,1.2,4.8,4.0,65.9,32.7,23,7,1,0,0,0,0.0,4.6,78.23,Critical
STU-4331,balanced,9.1,6.5,3.9,88.5,95.9,0,8,0,0,1,0,1.6,1.4,42.56,Moderate
STU-4332,at_risk,3.2,2.7,4.9,35.0,30.5,10,0,1,0,0,1,0.2,6.2,100.0,Critical
STU-4333,overworked,5.6,6.1,6.0,80.8,67.1,44,5,0,1,1,0,0.2,1.6,43.21,Moderate
STU-4334,overworked,4.3,6.3,10.7,76.1,55.9,57,7,1,1,1,0,0.6,3.2,68.82,High
STU-4335,struggling,2.5,3.5,6.0,47.5,57.7,45,7,0,1,1,1,0.0,4.3,87.18,Critical
STU-4336,balanced,7.2,7.4,4.0,75.4,78.9,16,2,0,0,0,0,1.5,1.9,23.27,Low
STU-4337,struggling,1.5,3.9,6.2,77.4,59.6,90,2,0,0,0,1,0.3,6.4,67.12,High
STU-4338,high_achiever,6.6,7.2,6.0,94.8,75.3,37,6,1,0,0,0,1.6,1.3,32.47,Moderate
STU-4339,struggling,3.0,4.1,3.5,77.8,52.8,57,7,0,0,1,0,0.0,3.0,65.32,High
STU-4340,struggling,4.2,5.6,3.0,49.9,46.2,8,5,1,1,1,0,0.3,4.1,88.65,Critical
STU-4341,high_achiever,7.3,5.8,8.0,95.7,85.2,58,3,0,0,0,0,0.8,0.4,33.15,Moderate
STU-4342,struggling,5.3,4.0,3.6,59.3,71.5,38,4,0,0,1,0,0.0,3.9,55.29,High
STU-4343,struggling,4.5,4.6,3.8,51.4,69.8,29,3,0,1,0,0,0.2,6.6,68.61,High
STU-4344,balanced,6.3,7.3,5.3,98.2,72.8,69,5,1,0,0,0,1.3,1.9,34.51,Moderate
STU-4345,overworked,6.6,5.1,10.2,80.1,64.0,54,2,1,0,1,0,0.3,2.6,52.69,Moderate
STU-4346,balanced,8.4,8.5,4.9,83.1,73.5,35,2,0,0,0,0,0.8,2.1,18.82,Low
STU-4347,overworked,3.9,4.6,8.8,62.9,69.6,26,0,1,1,0,0,0.1,2.3,61.77,High
STU-4348,balanced,7.6,7.4,7.3,75.5,68.9,65,0,0,1,0,0,1.5,1.7,27.45,Low
STU-4349,struggling,4.8,6.8,3.4,44.2,56.1,48,2,1,0,1,0,0.3,5.6,63.68,High
STU-4350,struggling,3.2,3.3,3.3,33.4,53.0,70,1,1,0,0,1,0.2,6.1,81.36,Critical
STU-4351,balanced,7.2,8.3,6.3,89.8,77.7,58,4,0,0,0,0,0.5,1.9,24.31,Low
STU-4352,high_achiever,6.9,6.4,4.0,89.3,82.4,57,7,1,1,1,0,1.6,1.1,47.01,Moderate
STU-4353,balanced,7.1,6.5,6.4,66.1,84.1,77,6,0,1,0,0,1.2,2.6,34.88,Moderate
STU-4354,struggling,1.0,4.1,4.3,55.3,59.0,45,7,1,0,0,0,0.6,5.8,76.28,Critical
STU-4355,overworked,5.6,4.4,9.4,67.8,62.2,43,5,1,1,0,1,0.6,1.8,65.75,High
STU-4356,at_risk,2.9,3.9,1.7,45.8,43.0,10,7,1,0,1,1,0.3,6.6,100.0,Critical
STU-4357,balanced,7.0,6.7,4.2,86.0,79.6,9,8,0,0,0,0,1.5,1.2,34.82,Moderate
STU-4358,balanced,7.2,7.2,5.7,81.9,73.9,84,5,0,1,0,0,1.6,1.3,30.29,Moderate
STU-4359,balanced,8.3,6.4,4.6,87.9,63.6,82,8,0,0,0,0,1.5,1.5,28.89,Low
STU-4360,balanced,6.0,7.9,4.0,87.8,65.6,78,2,0,0,0,0,1.9,1.8,24.72,Low
STU-4361,balanced,6.4,6.6,7.0,70.6,69.4,19,0,0,0,0,0,1.4,1.2,26.84,Low
STU-4362,high_achiever,7.9,5.4,8.2,84.7,89.6,79,4,1,0,0,0,1.1,1.2,36.43,Moderate
STU-4363,overworked,6.0,4.1,11.3,90.4,86.4,7,3,1,0,0,0,0.5,1.9,60.13,High
STU-4364,high_achiever,7.5,6.7,7.5,97.2,85.1,21,4,1,0,0,0,0.4,1.2,38.44,Moderate
STU-4365,at_risk,1.0,4.2,1.4,34.7,42.7,55,3,1,0,1,1,0.4,6.9,95.58,Critical
STU-4366,overworked,3.6,4.9,7.5,74.9,69.4,11,8,0,0,0,1,0.0,3.3,65.32,High
STU-4367,at_risk,2.3,4.0,4.0,36.1,15.0,40,0,1,0,1,1,0.3,3.7,92.28,Critical
STU-4368,high_achiever,8.1,5.0,5.1,88.7,70.0,17,3,1,0,0,0,0.5,1.5,37.98,Moderate
STU-4369,at_risk,2.8,3.9,0.0,28.7,47.1,11,1,1,0,1,0,0.4,4.3,92.52,Critical
STU-4370,balanced,8.0,7.2,5.2,76.9,90.9,64,5,0,0,0,0,1.2,2.0,24.46,Low
STU-4371,overworked,4.3,5.1,9.0,74.6,73.2,22,7,1,0,0,0,0.1,1.2,56.11,High
STU-4372,overworked,4.7,4.7,6.6,87.6,75.2,14,1,1,1,1,0,0.6,2.5,54.7,Moderate
STU-4373,balanced,7.4,6.5,4.3,86.0,88.3,64,1,0,0,0,0,1.8,2.2,22.51,Low
STU-4374,at_risk,2.3,2.6,1.6,61.6,59.9,20,8,1,0,0,1,0.0,2.2,77.71,Critical
STU-4375,at_risk,3.4,5.6,4.0,67.3,27.8,48,6,1,0,1,1,0.0,3.6,76.62,Critical
STU-4376,overworked,6.9,6.6,10.0,75.4,59.3,73,0,1,1,0,1,0.4,2.4,50.58,Moderate
STU-4377,struggling,5.4,4.0,4.8,61.9,55.6,89,3,1,1,1,0,0.1,4.3,71.22,High
STU-4378,balanced,7.1,6.1,5.6,85.1,86.0,51,7,0,0,0,0,1.7,1.8,29.4,Low
STU-4379,balanced,7.0,6.6,6.1,90.3,84.9,61,1,0,0,0,0,1.0,1.5,24.83,Low
STU-4380,balanced,5.3,6.0,5.5,85.0,78.9,14,8,0,0,0,1,0.9,1.5,44.29,Moderate
STU-4381,high_achiever,7.5,7.0,5.4,85.3,83.2,30,3,0,1,0,1,0.5,0.4,36.67,Moderate
STU-4382,high_achiever,7.6,6.9,7.8,98.9,85.6,33,5,1,0,0,0,1.1,1.3,34.01,Moderate
STU-4383,overworked,8.6,5.3,10.0,66.5,74.1,50,5,0,1,0,0,0.6,3.1,46.44,Moderate
STU-4384,balanced,7.1,6.9,5.4,82.9,85.1,90,7,0,0,0,0,1.6,2.3,31.41,Moderate
STU-4385,balanced,4.5,6.6,5.5,76.6,67.6,3,3,1,0,0,0,0.5,1.6,55.59,High
STU-4386,struggling,5.2,3.6,3.8,78.3,33.8,85,0,0,0,1,0,0.3,5.2,59.12,High
STU-4387,overworked,6.8,3.5,8.0,84.8,53.0,24,6,0,0,0,0,0.6,2.6,48.09,Moderate
STU-4388,at_risk,2.0,4.0,0.2,41.8,38.4,44,4,1,0,0,1,0.0,6.6,88.58,Critical
STU-4389,overworked,5.9,6.7,7.6,77.8,53.8,31,2,0,0,0,0,0.2,2.8,35.61,Moderate
STU-4390,at_risk,3.2,3.9,1.9,32.6,46.2,87,5,1,0,1,1,0.2,3.1,85.76,Critical
STU-4391,struggling,1.0,2.9,3.0,49.3,42.0,35,0,1,1,1,0,0.7,6.3,90.06,Critical
STU-4392,struggling,5.2,6.0,4.4,65.6,65.2,51,5,1,1,1,0,0.5,3.0,58.82,High
STU-4393,at_risk,1.9,4.7,1.1,36.7,50.3,67,8,0,0,0,1,0.2,10.0,87.9,Critical
STU-4394,balanced,6.7,7.9,4.0,92.6,65.3,0,7,0,1,0,0,1.4,0.7,41.85,Moderate
STU-4395,balanced,5.8,8.5,4.2,75.4,79.3,18,5,0,0,0,0,1.0,2.2,25.19,Low
STU-4396,struggling,2.8,4.5,1.7,66.8,62.5,27,1,1,1,1,0,0.5,5.8,68.79,High
STU-4397,at_risk,2.0,3.3,4.2,39.3,15.0,66,2,0,0,0,0,0.0,4.9,77.54,Critical
STU-4398,high_achiever,8.6,5.4,7.5,85.5,94.0,90,7,1,1,0,0,0.9,1.2,45.66,Moderate
STU-4399,balanced,6.2,7.5,4.9,77.2,74.3,68,0,0,0,0,0,0.8,1.7,25.01,Low
STU-4400,balanced,4.9,7.9,6.5,67.2,58.9,52,6,0,0,0,0,1.5,2.3,34.79,Moderate
STU-4401,at_risk,1.1,5.3,0.9,51.6,41.0,12,6,1,0,1,1,0.4,6.5,100.0,Critical
STU-4402,balanced,7.1,6.0,2.7,82.3,63.7,42,5,0,1,0,0,1.3,1.9,36.0,Moderate
STU-4403,at_risk,1.4,4.5,2.7,30.3,60.0,65,4,1,0,1,1,0.1,3.5,85.73,Critical
STU-4404,balanced,5.7,8.1,6.8,87.9,79.4,47,7,1,0,0,0,1.7,1.7,34.88,Moderate
STU-4405,balanced,6.4,6.9,6.0,60.0,70.0,8,1,1,0,0,0,1.3,1.8,41.61,Moderate
STU-4406,overworked,6.4,4.3,7.7,89.8,80.4,25,6,1,1,0,1,0.2,2.1,63.23,High
STU-4407,balanced,7.2,7.4,6.1,79.4,79.1,42,5,0,1,0,1,0.8,2.0,38.8,Moderate
STU-4408,overworked,5.0,3.8,9.7,78.4,61.6,50,8,0,1,0,0,0.0,0.9,59.46,High
STU-4409,at_risk,2.8,5.3,1.9,23.6,35.5,29,7,1,0,0,0,0.4,4.8,83.83,Critical
STU-4410,overworked,5.8,5.6,12.3,59.6,79.0,86,4,0,0,1,0,0.4,1.4,53.05,Moderate
STU-4411,struggling,6.5,6.1,0.5,52.8,63.3,52,6,1,0,0,1,0.3,4.8,58.03,High
STU-4412,balanced,6.5,5.9,3.5,71.9,67.6,52,2,1,1,1,0,0.9,1.3,50.15,Moderate
STU-4413,balanced,6.3,8.1,4.9,85.5,78.8,75,7,0,0,0,0,0.8,1.6,27.39,Low
STU-4414,at_risk,2.9,3.4,0.9,49.8,42.1,56,3,1,0,1,1,0.5,6.3,88.59,Critical
STU-4415,overworked,6.1,4.1,6.9,74.9,80.7,74,5,0,1,0,0,0.8,0.7,47.06,Moderate
STU-4416,high_achiever,6.1,6.8,7.5,82.4,91.0,3,1,0,1,0,0,1.7,1.4,41.44,Moderate
STU-4417,overworked,7.7,3.9,7.8,69.6,70.4,52,4,0,1,0,1,0.4,1.8,51.77,Moderate
STU-4418,at_risk,2.0,3.0,0.8,36.6,15.0,80,4,0,0,1,0,0.1,2.3,85.22,Critical
STU-4419,struggling,3.2,4.4,2.9,59.1,67.2,1,6,1,0,1,0,0.0,2.4,86.82,Critical
STU-4420,balanced,6.7,7.3,6.4,73.1,79.8,90,1,0,0,0,0,0.8,1.8,23.3,Low
